,GO_ID,GO_term,GO_term_Count
634,GO:0001889,liver development,2
635,GO:0045762,positive regulation of adenylate cyclase activity,2
636,GO:0045778,positive regulation of ossification,2
637,GO:0043433,negative regulation of DNA-binding transcription factor activity,2
638,GO:0034260,negative regulation of GTPase activity,2
639,GO:0043409,negative regulation of MAPK cascade,2
640,GO:0046580,negative regulation of Ras protein signal transduction,2
641,GO:0010626,negative regulation of Schwann cell proliferation,2
642,GO:0032508,DNA duplex unwinding,2
643,GO:0045669,positive regulation of osteoblast differentiation,2
644,GO:0060766,negative regulation of androgen receptor signaling pathway,2
645,GO:0004890,GABA-A receptor activity,2
646,GO:0030512,negative regulation of transforming growth factor beta receptor signaling pathway,2
647,GO:0010507,negative regulation of autophagy,2
648,GO:0050771,negative regulation of axonogenesis,2
649,GO:0043537,negative regulation of blood vessel endothelial cell migration,2
650,GO:0045603,positive regulation of endothelial cell differentiation,2
651,GO:0033629,negative regulation of cell adhesion mediated by integrin,2
652,GO:0010595,positive regulation of endothelial cell migration,2
653,GO:1901985,positive regulation of protein acetylation,2
654,GO:1905168,positive regulation of double-strand break repair via homologous recombination,2
655,GO:0051897,positive regulation of protein kinase B signaling,2
656,GO:0007186,G protein-coupled receptor signaling pathway,2
657,GO:0007052,mitotic spindle organization,2
658,GO:0140693,molecular condensate scaffold activity,2
659,GO:0003674,molecular_function,2
660,GO:0031398,positive regulation of protein ubiquitination,2
661,GO:0002151,G-quadruplex RNA binding,2
662,GO:0061098,positive regulation of protein tyrosine kinase activity,2
663,GO:0071902,positive regulation of protein serine/threonine kinase activity,2
664,GO:1904315,transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential,2
665,GO:0061003,positive regulation of dendritic spine morphogenesis,2
666,GO:1904706,negative regulation of vascular associated smooth muscle cell proliferation,2
667,GO:0022011,myelination in peripheral nervous system,2
668,GO:1904753,negative regulation of vascular associated smooth muscle cell migration,2
669,GO:2000010,positive regulation of protein localization to cell surface,2
670,GO:0017018,myosin phosphatase activity,2
671,GO:0014902,myotube differentiation,2
672,GO:0061052,negative regulation of cell growth involved in cardiac muscle cell development,2
673,GO:0001938,positive regulation of endothelial cell proliferation,2
674,GO:0043525,positive regulation of neuron apoptotic process,2
675,GO:0032755,positive regulation of interleukin-6 production,2
676,GO:0016242,negative regulation of macroautophagy,2
677,GO:0001933,negative regulation of protein phosphorylation,2
678,GO:0006469,negative regulation of protein kinase activity,2
679,GO:0032727,positive regulation of interferon-alpha production,2
680,GO:0032024,positive regulation of insulin secretion,2
681,GO:0097151,positive regulation of inhibitory postsynaptic potential,2
682,GO:0051898,negative regulation of protein kinase B signaling,2
683,GO:0032091,negative regulation of protein binding,2
684,GO:0014067,negative regulation of phosphatidylinositol 3-kinase signaling,2
685,GO:0045821,positive regulation of glycolytic process,2
686,GO:0010909,positive regulation of heparan sulfate proteoglycan biosynthetic process,2
687,GO:1900152,"negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",2
688,GO:0048715,negative regulation of oligodendrocyte differentiation,2
689,GO:0045668,negative regulation of osteoblast differentiation,2
690,GO:0045671,negative regulation of osteoclast differentiation,2
691,GO:0048025,"negative regulation of mRNA splicing, via spliceosome",2
692,GO:0051894,positive regulation of focal adhesion assembly,2
693,GO:0002052,positive regulation of neuroblast proliferation,2
694,GO:0046676,negative regulation of insulin secretion,2
695,GO:0032331,negative regulation of chondrocyte differentiation,2
696,GO:0003678,DNA helicase activity,2
697,GO:0000151,ubiquitin ligase complex,2
698,GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,2
699,GO:0040018,positive regulation of multicellular organism growth,2
700,GO:0045931,positive regulation of mitotic cell cycle,2
701,GO:2000352,negative regulation of endothelial cell apoptotic process,2
702,GO:0050679,positive regulation of epithelial cell proliferation,2
703,GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,2
704,GO:2000301,negative regulation of synaptic vesicle exocytosis,2
705,GO:0010718,positive regulation of epithelial to mesenchymal transition,2
706,GO:0031625,ubiquitin protein ligase binding,2
707,GO:0032229,"negative regulation of synaptic transmission, GABAergic",2
708,GO:1900273,positive regulation of long-term synaptic potentiation,2
709,GO:0046889,positive regulation of lipid biosynthetic process,2
710,GO:0048643,positive regulation of skeletal muscle tissue development,2
711,GO:0007064,mitotic sister chromatid cohesion,2
712,GO:0005640,nuclear outer membrane,2
713,GO:0006904,vesicle docking involved in exocytosis,2
714,GO:0048027,mRNA 5'-UTR binding,2
715,GO:0045773,positive regulation of axon extension,2
716,GO:0060020,Bergmann glial cell differentiation,2
717,GO:0060134,prepulse inhibition,2
718,GO:0030594,neurotransmitter receptor activity,2
719,GO:0045956,positive regulation of calcium ion-dependent exocytosis,2
720,GO:0036002,pre-mRNA binding,2
721,GO:0044309,neuron spine,2
722,GO:0050775,positive regulation of dendrite morphogenesis,2
723,GO:0051028,mRNA transport,2
724,GO:0000287,magnesium ion binding,2
725,GO:2001259,positive regulation of cation channel activity,2
726,GO:0099562,maintenance of postsynaptic density structure,2
727,GO:0007249,I-kappaB kinase/NF-kappaB signaling,2
728,GO:0000972,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery,2
729,GO:0097107,postsynaptic density assembly,2
730,GO:0003730,mRNA 3'-UTR binding,2
731,GO:0098831,presynaptic active zone cytoplasmic component,2
732,GO:0048787,presynaptic active zone membrane,2
733,GO:0042100,B cell proliferation,2
734,GO:0002089,lens morphogenesis in camera-type eye,2
735,GO:0060736,prostate gland growth,2
736,GO:0099507,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,2
737,GO:0005811,lipid droplet,2
738,GO:0055088,lipid homeostasis,2
739,GO:0006869,lipid transport,2
740,GO:0035641,locomotory exploration behavior,2
741,GO:0060292,long-term synaptic depression,2
742,GO:0006998,nuclear envelope organization,2
743,GO:0018076,N-terminal peptidyl-lysine acetylation,2
744,GO:0001223,transcription coactivator binding,2
745,GO:0044666,MLL3/4 complex,2
746,GO:0060484,lung-associated mesenchyme development,2
747,GO:0000228,nuclear chromosome,2
748,GO:0007601,visual perception,2
749,GO:0021591,ventricular system development,2
750,GO:0060179,male mating behavior,2
751,GO:0042551,neuron maturation,2
752,GO:0097118,neuroligin clustering involved in postsynaptic membrane assembly,2
753,GO:0008568,microtubule severing ATPase activity,2
754,GO:0050806,positive regulation of synaptic transmission,2
755,GO:2001056,positive regulation of cysteine-type endopeptidase activity,2
756,GO:0090129,positive regulation of synapse maturation,2
757,GO:0032467,positive regulation of cytokinesis,2
758,GO:1904948,midbrain dopaminergic neuron differentiation,2
759,GO:0050877,nervous system process,2
760,GO:0003680,minor groove of adenine-thymine-rich DNA binding,2
761,GO:0022851,GABA-gated chloride ion channel activity,2
762,GO:2000648,positive regulation of stem cell proliferation,2
763,GO:0033077,T cell differentiation in thymus,2
764,GO:0005741,mitochondrial outer membrane,2
765,GO:2000767,positive regulation of cytoplasmic translation,2
766,GO:0031571,mitotic G1 DNA damage checkpoint signaling,2
767,GO:1902711,GABA-A receptor complex,2
768,GO:0051013,microtubule severing,2
769,GO:0031463,Cul3-RING ubiquitin ligase complex,2
770,GO:0016592,mediator complex,2
771,GO:0032259,methylation,2
772,GO:0007179,transforming growth factor beta receptor signaling pathway,2
773,GO:0035855,megakaryocyte development,2
774,GO:0048664,neuron fate determination,2
775,GO:0032760,positive regulation of tumor necrosis factor production,2
776,GO:0045121,membrane raft,2
777,GO:0031369,translation initiation factor binding,2
778,GO:0070050,neuron cellular homeostasis,2
779,GO:0070937,CRD-mediated mRNA stability complex,2
780,GO:0070934,CRD-mediated mRNA stabilization,2
781,GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,2
782,GO:1901838,positive regulation of transcription of nucleolar large rRNA by RNA polymerase I,2
783,GO:0045945,positive regulation of transcription by RNA polymerase III,2
784,GO:0031594,neuromuscular junction,2
785,GO:0001656,metanephros development,2
786,GO:0006413,translational initiation,2
787,GO:0030198,extracellular matrix organization,2
788,GO:0007338,single fertilization,2
789,GO:0005819,spindle,2
790,GO:0032587,ruffle membrane,2
791,GO:2000779,regulation of double-strand break repair,2
792,GO:0043149,stress fiber assembly,2
793,GO:1900095,regulation of dosage compensation by inactivation of X chromosome,2
794,GO:0030864,cortical actin cytoskeleton,2
795,GO:0071420,cellular response to histamine,2
796,GO:0098696,regulation of neurotransmitter receptor localization to postsynaptic specialization membrane,2
797,GO:0071364,cellular response to epidermal growth factor stimulus,2
798,GO:0044326,dendritic spine neck,2
799,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,2
800,GO:0061001,regulation of dendritic spine morphogenesis,2
801,GO:0030863,cortical cytoskeleton,2
802,GO:0060021,roof of mouth development,2
803,GO:0043034,costamere,2
804,GO:0006874,cellular calcium ion homeostasis,2
805,GO:0048854,brain morphogenesis,2
806,GO:0042220,response to cocaine,2
807,GO:0007015,actin filament organization,2
808,GO:0071230,cellular response to amino acid stimulus,2
809,GO:0098719,sodium ion import across plasma membrane,2
810,GO:0001935,endothelial cell proliferation,2
811,GO:0007160,cell-matrix adhesion,2
812,GO:0043276,anoikis,2
813,GO:0055007,cardiac muscle cell differentiation,2
814,GO:0050767,regulation of neurogenesis,2
815,GO:1901796,regulation of signal transduction by p53 class mediator,2
816,GO:0001974,blood vessel remodeling,2
817,GO:0001568,blood vessel development,2
818,GO:0007623,circadian rhythm,2
819,GO:0086091,regulation of heart rate by cardiac conduction,2
820,GO:0035065,regulation of histone acetylation,2
821,GO:1902494,catalytic complex,2
822,GO:0030100,regulation of endocytosis,2
823,GO:0009952,anterior/posterior pattern specification,2
824,GO:0048701,embryonic cranial skeleton morphogenesis,2
825,GO:0031668,cellular response to extracellular stimulus,2
826,GO:0043010,camera-type eye development,2
827,GO:0048565,digestive tract development,2
828,GO:0009611,response to wounding,2
829,GO:0000779,"condensed chromosome, centromeric region",2
830,GO:0021764,amygdala development,2
831,GO:0043254,regulation of protein-containing complex assembly,2
832,GO:0031901,early endosome membrane,2
833,GO:0003006,developmental process involved in reproduction,2
834,GO:0030507,spectrin binding,2
835,GO:0051279,regulation of release of sequestered calcium ion into cytosol,2
836,GO:0051453,regulation of intracellular pH,2
837,GO:0008283,cell population proliferation,2
838,GO:0002223,stimulatory C-type lectin receptor signaling pathway,2
839,GO:0033596,TSC1-TSC2 complex,2
840,GO:0051015,actin filament binding,2
841,GO:0042733,embryonic digit morphogenesis,2
842,GO:0003690,double-stranded DNA binding,2
843,GO:0010369,chromocenter,2
844,GO:0070087,chromo shadow domain binding,2
845,GO:0035116,embryonic hindlimb morphogenesis,2
846,GO:0030957,Tat protein binding,2
847,GO:0005246,calcium channel regulator activity,2
848,GO:0071480,cellular response to gamma radiation,2
849,GO:0031647,regulation of protein stability,2
850,GO:0060024,rhythmic synaptic transmission,2
851,GO:0051145,smooth muscle cell differentiation,2
852,GO:1900271,regulation of long-term synaptic potentiation,2
853,GO:0009653,anatomical structure morphogenesis,2
854,GO:0001932,regulation of protein phosphorylation,2
855,GO:0098632,cell-cell adhesion mediator activity,2
856,GO:0048660,regulation of smooth muscle cell proliferation,2
857,GO:0034333,adherens junction assembly,2
858,GO:0035197,siRNA binding,2
859,GO:2000300,regulation of synaptic vesicle exocytosis,2
860,GO:0036302,atrioventricular canal development,2
861,GO:0010881,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion,2
862,GO:0010035,response to inorganic substance,2
863,GO:0030030,cell projection organization,2
864,GO:0098919,structural constituent of postsynaptic density,2
865,GO:0007614,short-term memory,2
866,GO:0071470,cellular response to osmotic stress,2
867,GO:0000904,cell morphogenesis involved in differentiation,2
868,GO:0090207,regulation of triglyceride metabolic process,2
869,GO:0003684,damaged DNA binding,2
870,GO:0086002,cardiac muscle cell action potential involved in contraction,2
871,GO:0070016,armadillo repeat domain binding,2
872,GO:0007173,epidermal growth factor receptor signaling pathway,2
873,GO:0044334,canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition,2
874,GO:0031122,cytoplasmic microtubule organization,2
875,GO:0007346,regulation of mitotic cell cycle,2
876,GO:0050852,T cell receptor signaling pathway,2
877,GO:0071300,cellular response to retinoic acid,2
878,GO:0086014,atrial cardiac muscle cell action potential,2
879,GO:0005231,excitatory extracellular ligand-gated ion channel activity,2
880,GO:0042098,T cell proliferation,2
881,GO:0098985,"asymmetric, glutamatergic, excitatory synapse",2
882,GO:0033130,acetylcholine receptor binding,2
883,GO:0032868,response to insulin,2
884,GO:0060236,regulation of mitotic spindle organization,2
885,GO:0098586,cellular response to virus,2
886,GO:0001964,startle response,2
887,GO:0008092,cytoskeletal protein binding,2
888,GO:0009898,cytoplasmic side of plasma membrane,2
889,GO:0071560,cellular response to transforming growth factor beta stimulus,2
890,GO:0009636,response to toxic substance,2
891,GO:0051896,regulation of protein kinase B signaling,2
892,GO:0045184,establishment of protein localization,2
893,GO:0097484,dendrite extension,2
894,GO:0034707,chloride channel complex,2
895,GO:0071233,cellular response to leucine,2
896,GO:0060612,adipose tissue development,2
897,GO:0005254,chloride channel activity,2
898,GO:0070602,regulation of centromeric sister chromatid cohesion,2
899,GO:0031641,regulation of myelination,2
900,GO:0048813,dendrite morphogenesis,2
901,GO:0034774,secretory granule lumen,2
902,GO:1990830,cellular response to leukemia inhibitory factor,2
903,GO:0101031,chaperone complex,2
904,GO:0021800,cerebral cortex tangential migration,2
905,GO:0009925,basal plasma membrane,2
906,GO:0072089,stem cell proliferation,2
907,GO:0045165,cell fate commitment,2
908,GO:0005251,delayed rectifier potassium channel activity,2
909,GO:0021549,cerebellum development,2
910,GO:0048469,cell maturation,2
911,GO:0031669,cellular response to nutrient levels,2
912,GO:0008360,regulation of cell shape,2
913,GO:0032228,"regulation of synaptic transmission, GABAergic",2
914,GO:0060216,definitive hemopoiesis,2
915,GO:0001952,regulation of cell-matrix adhesion,2
916,GO:0060025,regulation of synaptic activity,2
917,GO:0000793,condensed chromosome,2
918,GO:0007628,adult walking behavior,2
919,GO:0001708,cell fate specification,2
920,GO:0055013,cardiac muscle cell development,2
921,GO:0002021,response to dietary excess,1
922,GO:0097338,response to clozapine,1
923,GO:0043568,positive regulation of insulin-like growth factor receptor signaling pathway,1
924,GO:0014731,spectrin-associated cytoskeleton,1
925,GO:0032745,positive regulation of interleukin-21 production,1
926,GO:0009743,response to carbohydrate,1
927,GO:1902533,positive regulation of intracellular signal transduction,1
928,GO:0032388,positive regulation of intracellular transport,1
929,GO:0045830,positive regulation of isotype switching,1
930,GO:1901254,positive regulation of intracellular transport of viral material,1
931,GO:0051219,phosphoprotein binding,1
932,GO:0046628,positive regulation of insulin receptor signaling pathway,1
933,GO:1905206,positive regulation of hydrogen peroxide-induced cell death,1
934,GO:0010092,specification of animal organ identity,1
935,GO:0046326,positive regulation of glucose import,1
936,GO:1902661,positive regulation of glucose mediated signaling pathway,1
937,GO:0010828,positive regulation of glucose transmembrane transport,1
938,GO:1900451,positive regulation of glutamate receptor signaling pathway,1
939,GO:0035902,response to immobilization stress,1
940,GO:0071596,ubiquitin-dependent protein catabolic process via the N-end rule pathway,1
941,GO:1903296,"positive regulation of glutamate secretion, neurotransmission",1
942,GO:0009408,response to heat,1
943,GO:0070848,response to growth factor,1
944,GO:0060399,positive regulation of growth hormone receptor signaling pathway,1
945,GO:0046985,positive regulation of hemoglobin biosynthetic process,1
946,GO:1905429,response to glycine,1
947,GO:0009749,response to glucose,1
948,GO:0033674,positive regulation of kinase activity,1
949,GO:0031453,positive regulation of heterochromatin formation,1
950,GO:0060992,response to fungicide,1
951,GO:1900114,positive regulation of histone H3-K9 trimethylation,1
952,GO:0043627,response to estrogen,1
953,GO:2000620,positive regulation of histone H4-K16 acetylation,1
954,GO:0031065,positive regulation of histone deacetylation,1
955,GO:0034112,positive regulation of homotypic cell-cell adhesion,1
956,GO:0046887,positive regulation of hormone secretion,1
957,GO:0051549,positive regulation of keratinocyte migration,1
958,GO:0031117,positive regulation of microtubule depolymerization,1
959,GO:0051592,response to calcium ion,1
960,GO:0098911,regulation of ventricular cardiac muscle cell action potential,1
961,GO:2000758,positive regulation of peptidyl-lysine acetylation,1
962,GO:1905857,positive regulation of pentose-phosphate shunt,1
963,GO:0060338,regulation of type I interferon-mediated signaling pathway,1
964,GO:2000058,regulation of ubiquitin-dependent protein catabolic process,1
965,GO:0043114,regulation of vascular permeability,1
966,GO:0006641,triglyceride metabolic process,1
967,GO:0001829,trophectodermal cell differentiation,1
968,GO:0046622,positive regulation of organ growth,1
969,GO:0048714,positive regulation of oligodendrocyte differentiation,1
970,GO:0015631,tubulin binding,1
971,GO:0060307,regulation of ventricular cardiac muscle cell membrane repolarization,1
972,GO:0010571,positive regulation of nuclear cell cycle DNA replication,1
973,GO:0051623,positive regulation of norepinephrine uptake,1
974,GO:0140252,regulation protein catabolic process at postsynapse,1
975,GO:0010701,positive regulation of norepinephrine secretion,1
976,GO:0001831,trophectodermal cellular morphogenesis,1
977,GO:0072053,renal inner medulla development,1
978,GO:0150012,positive regulation of neuron projection arborization,1
979,GO:0033138,positive regulation of peptidyl-serine phosphorylation,1
980,GO:0070328,triglyceride homeostasis,1
981,GO:0043552,positive regulation of phosphatidylinositol 3-kinase activity,1
982,GO:0032680,regulation of tumor necrosis factor production,1
983,GO:0070863,positive regulation of protein exit from endoplasmic reticulum,1
984,GO:0035307,positive regulation of protein dephosphorylation,1
985,GO:0090312,positive regulation of protein deacetylation,1
986,GO:0045732,positive regulation of protein catabolic process,1
987,GO:0006417,regulation of translation,1
988,GO:0031954,positive regulation of protein autophosphorylation,1
989,GO:1902523,positive regulation of protein K63-linked ubiquitination,1
990,GO:0006446,regulation of translational initiation,1
991,GO:0070413,trehalose metabolism in response to stress,1
992,GO:1901800,positive regulation of proteasomal protein catabolic process,1
993,GO:0043268,positive regulation of potassium ion transport,1
994,GO:0022898,regulation of transmembrane transporter activity,1
995,GO:1901018,positive regulation of potassium ion transmembrane transporter activity,1
996,GO:0042327,positive regulation of phosphorylation,1
997,GO:0032516,positive regulation of phosphoprotein phosphatase activity,1
998,GO:0010863,positive regulation of phospholipase C activity,1
999,GO:0090043,regulation of tubulin deacetylation,1
1000,GO:0035037,sperm entry,1
1001,GO:0072054,renal outer medulla development,1
1002,GO:1902078,positive regulation of lateral motor column neuron migration,1
1003,GO:0033601,positive regulation of mammary gland epithelial cell proliferation,1
1004,GO:2000741,positive regulation of mesenchymal stem cell differentiation,1
1005,GO:0010225,response to UV-C,1
1006,GO:0002053,positive regulation of mesenchymal cell proliferation,1
1007,GO:0045838,positive regulation of membrane potential,1
1008,GO:1900827,positive regulation of membrane depolarization during cardiac muscle cell action potential,1
1009,GO:0043306,positive regulation of mast cell degranulation,1
1010,GO:0043200,response to amino acid,1
1011,GO:0033027,positive regulation of mast cell apoptotic process,1
1012,GO:2000111,positive regulation of macrophage apoptotic process,1
1013,GO:0072560,type B pancreatic cell maturation,1
1014,GO:1904645,response to amyloid-beta,1
1015,GO:0048026,"positive regulation of mRNA splicing, via spliceosome",1
1016,GO:1902416,positive regulation of mRNA binding,1
1017,GO:1904550,response to arachidonic acid,1
1018,GO:1900454,positive regulation of long-term synaptic depression,1
1019,GO:0048170,positive regulation of long-term neuronal synaptic plasticity,1
1020,GO:0048678,response to axon injury,1
1021,GO:0009617,response to bacterium,1
1022,GO:2000630,positive regulation of miRNA metabolic process,1
1023,GO:1902895,positive regulation of miRNA transcription,1
1024,GO:2000637,positive regulation of miRNA-mediated gene silencing,1
1025,GO:1904386,response to L-phenylalanine derivative,1
1026,GO:0006571,tyrosine biosynthetic process,1
1027,GO:0061333,renal tubule morphogenesis,1
1028,GO:2001224,positive regulation of neuron migration,1
1029,GO:0019293,"tyrosine biosynthetic process, by oxidation of phenylalanine",1
1030,GO:0072033,renal vesicle formation,1
1031,GO:1901216,positive regulation of neuron death,1
1032,GO:0031297,replication fork processing,1
1033,GO:1990414,replication-born double-strand break repair via sister chromatid exchange,1
1034,GO:0010831,positive regulation of myotube differentiation,1
1035,GO:2000288,positive regulation of myoblast proliferation,1
1036,GO:0061458,reproductive system development,1
1037,GO:0007585,respiratory gaseous exchange by respiratory system,1
1038,GO:0045840,positive regulation of mitotic nuclear division,1
1039,GO:0045842,positive regulation of mitotic metaphase/anaphase transition,1
1040,GO:1901992,positive regulation of mitotic cell cycle phase transition,1
1041,GO:1902065,response to L-glutamate,1
1042,GO:0090063,positive regulation of microtubule nucleation,1
1043,GO:0060252,positive regulation of glial cell proliferation,1
1044,GO:0043278,response to morphine,1
1045,GO:1990381,ubiquitin-specific protease binding,1
1046,GO:0014054,positive regulation of gamma-aminobutyric acid secretion,1
1047,GO:0086007,voltage-gated calcium channel activity involved in cardiac muscle cell action potential,1
1048,GO:0001726,ruffle,1
1049,GO:0010625,positive regulation of Schwann cell proliferation,1
1050,GO:0035022,positive regulation of Rac protein signal transduction,1
1051,GO:0032458,slow endocytic recycling,1
1052,GO:0033120,positive regulation of RNA splicing,1
1053,GO:1905636,positive regulation of RNA polymerase II regulatory region sequence-specific DNA binding,1
1054,GO:0031529,ruffle organization,1
1055,GO:1900227,positive regulation of NLRP3 inflammasome complex assembly,1
1056,GO:0016528,sarcoplasm,1
1057,GO:0016529,sarcoplasmic reticulum,1
1058,GO:0070296,sarcoplasmic reticulum calcium ion transport,1
1059,GO:0051092,positive regulation of NF-kappaB transcription factor activity,1
1060,GO:0022843,voltage-gated cation channel activity,1
1061,GO:0033017,sarcoplasmic reticulum membrane,1
1062,GO:0003139,secondary heart field specification,1
1063,GO:0062009,secondary palate development,1
1064,GO:0030431,sleep,1
1065,GO:1905528,positive regulation of Golgi lumen acidification,1
1066,GO:2000406,positive regulation of T cell migration,1
1067,GO:0003226,right ventricular compact myocardium morphogenesis,1
1068,GO:0043024,ribosomal small subunit binding,1
1069,GO:0051127,positive regulation of actin nucleation,1
1070,GO:0099642,retrograde axonal protein transport,1
1071,GO:0045766,positive regulation of angiogenesis,1
1072,GO:0008090,retrograde axonal transport,1
1073,GO:0010694,positive regulation of alkaline phosphatase activity,1
1074,GO:1904179,positive regulation of adipose tissue development,1
1075,GO:0042147,"retrograde transport, endosome to Golgi",1
1076,GO:0007224,smoothened signaling pathway,1
1077,GO:0048745,smooth muscle tissue development,1
1078,GO:0097470,ribbon synapse,1
1079,GO:0000027,ribosomal large subunit assembly,1
1080,GO:0043021,ribonucleoprotein complex binding,1
1081,GO:0017111,ribonucleoside triphosphate phosphatase activity,1
1082,GO:1903984,positive regulation of TRAIL-activated apoptotic signaling pathway,1
1083,GO:1904515,positive regulation of TORC2 signaling,1
1084,GO:1904263,positive regulation of TORC1 signaling,1
1085,GO:0086056,voltage-gated calcium channel activity involved in AV node cell action potential,1
1086,GO:0032008,positive regulation of TOR signaling,1
1087,GO:0042102,positive regulation of T cell proliferation,1
1088,GO:0099508,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,1
1089,GO:0046903,secretion,1
1090,GO:0030141,secretory granule,1
1091,GO:0003727,single-stranded RNA binding,1
1092,GO:0008266,poly(U) RNA binding,1
1093,GO:0017130,poly(C) RNA binding,1
1094,GO:0005047,signal recognition particle binding,1
1095,GO:0005827,polar microtubule,1
1096,GO:0048008,platelet-derived growth factor receptor signaling pathway,1
1097,GO:0005785,signal recognition particle receptor complex,1
1098,GO:0002576,platelet degranulation,1
1099,GO:0031091,platelet alpha granule,1
1100,GO:0007009,plasma membrane organization,1
1101,GO:0003185,sinoatrial valve morphogenesis,1
1102,GO:0090179,planar cell polarity pathway involved in neural tube closure,1
1103,GO:0043473,pigmentation,1
1104,GO:0003697,single-stranded DNA binding,1
1105,GO:0001750,photoreceptor outer segment,1
1106,GO:0001917,photoreceptor inner segment,1
1107,GO:0001784,phosphotyrosine residue binding,1
1108,GO:0140031,phosphorylation-dependent protein binding,1
1109,GO:0005102,signaling receptor binding,1
1110,GO:0019626,short-chain fatty acid catabolic process,1
1111,GO:0050872,white fat cell differentiation,1
1112,GO:0048752,semicircular canal morphogenesis,1
1113,GO:0032793,positive regulation of CREB transcription factor activity,1
1114,GO:0072520,seminiferous tubule development,1
1115,GO:0043589,skin morphogenesis,1
1116,GO:2000373,positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity,1
1117,GO:0045739,positive regulation of DNA repair,1
1118,GO:1905643,positive regulation of DNA methylation,1
1119,GO:1901537,positive regulation of DNA demethylation,1
1120,GO:0048705,skeletal system morphogenesis,1
1121,GO:0043388,positive regulation of DNA binding,1
1122,GO:0050861,positive regulation of B cell receptor signaling pathway,1
1123,GO:0031134,sister chromatid biorientation,1
1124,GO:0030890,positive regulation of B cell proliferation,1
1125,GO:0048741,skeletal muscle fiber development,1
1126,GO:2000601,positive regulation of Arp2/3 complex-mediated actin nucleation,1
1127,GO:1990825,sequence-specific mRNA binding,1
1128,GO:0008236,serine-type peptidase activity,1
1129,GO:1904719,positive regulation of AMPA glutamate receptor clustering,1
1130,GO:0042428,serotonin metabolic process,1
1131,GO:0035914,skeletal muscle cell differentiation,1
1132,GO:0046548,retinal rod cell development,1
1133,GO:0046549,retinal cone cell development,1
1134,GO:2001235,positive regulation of apoptotic signaling pathway,1
1135,GO:1904798,positive regulation of core promoter binding,1
1136,GO:0014850,response to muscle activity,1
1137,GO:1904690,positive regulation of cytoplasmic translational initiation,1
1138,GO:0035094,response to nicotine,1
1139,GO:1903709,uterine gland development,1
1140,GO:0031667,response to nutrient levels,1
1141,GO:0051707,response to other organism,1
1142,GO:0043280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,1
1143,GO:0048265,response to pain,1
1144,GO:0032332,positive regulation of chondrocyte differentiation,1
1145,GO:1903861,positive regulation of dendrite extension,1
1146,GO:0070072,vacuolar proton-transporting V-type ATPase complex assembly,1
1147,GO:0071651,positive regulation of chemokine (C-C motif) ligand 5 production,1
1148,GO:1904738,vascular associated smooth muscle cell migration,1
1149,GO:0043434,response to peptide hormone,1
1150,GO:1990874,vascular associated smooth muscle cell proliferation,1
1151,GO:0030335,positive regulation of cell migration,1
1152,GO:0035864,response to potassium ion,1
1153,GO:0032570,response to progesterone,1
1154,GO:0002230,positive regulation of defense response to virus by host,1
1155,GO:0043619,regulation of transcription from RNA polymerase II promoter in response to oxidative stress,1
1156,GO:0034696,response to prostaglandin F,1
1157,GO:1904373,response to kainic acid,1
1158,GO:0051491,positive regulation of filopodium assembly,1
1159,GO:0048146,positive regulation of fibroblast proliferation,1
1160,GO:0045743,positive regulation of fibroblast growth factor receptor signaling pathway,1
1161,GO:2001241,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand,1
1162,GO:0045322,unmethylated CpG binding,1
1163,GO:0010212,response to ionizing radiation,1
1164,GO:0002931,response to ischemia,1
1165,GO:0060769,positive regulation of epithelial cell proliferation involved in prostate gland development,1
1166,GO:0001756,somitogenesis,1
1167,GO:0051597,response to methylmercury,1
1168,GO:2001034,positive regulation of double-strand break repair via nonhomologous end joining,1
1169,GO:0015385,sodium:proton antiporter activity,1
1170,GO:0032496,response to lipopolysaccharide,1
1171,GO:0032796,uropod organization,1
1172,GO:2000017,positive regulation of determination of dorsal identity,1
1173,GO:0015378,sodium:chloride symporter activity,1
1174,GO:0009612,response to mechanical stimulus,1
1175,GO:0051595,response to methylglyoxal,1
1176,GO:0034695,response to prostaglandin E,1
1177,GO:0021517,ventral spinal cord development,1
1178,GO:1902425,positive regulation of attachment of mitotic spindle microtubules to kinetochore,1
1179,GO:2000987,positive regulation of behavioral fear response,1
1180,GO:0010524,positive regulation of calcium ion transport into cytosol,1
1181,GO:0051928,positive regulation of calcium ion transport,1
1182,GO:0006906,vesicle fusion,1
1183,GO:1901021,positive regulation of calcium ion transmembrane transporter activity,1
1184,GO:0090280,positive regulation of calcium ion import,1
