,GO_ID,GO_term,GO_term_Count
1421,GO:0043687,post-translational protein modification,2
1422,GO:0061744,motor behavior,2
1423,GO:0010608,post-transcriptional regulation of gene expression,2
1424,GO:0042908,xenobiotic transport,2
1425,GO:0006892,post-Golgi vesicle-mediated transport,2
1426,GO:0043209,myelin sheath,2
1427,GO:0090303,positive regulation of wound healing,2
1428,GO:0046716,muscle cell cellular homeostasis,2
1429,GO:0055001,muscle cell development,2
1430,GO:0042692,muscle cell differentiation,2
1431,GO:0086059,voltage-gated calcium channel activity involved SA node cell action potential,2
1432,GO:0005250,A-type (transient outward) potassium channel activity,2
1433,GO:0043433,negative regulation of DNA-binding transcription factor activity,2
1434,GO:0060261,positive regulation of transcription initiation by RNA polymerase II,2
1435,GO:0001578,microtubule bundle formation,2
1436,GO:0045332,phospholipid translocation,2
1437,GO:0034453,microtubule anchoring,2
1438,GO:0140672,ATAC complex,2
1439,GO:0010586,miRNA metabolic process,2
1440,GO:0017018,myosin phosphatase activity,2
1441,GO:0070064,proline-rich region binding,2
1442,GO:0099525,presynaptic dense core vesicle exocytosis,2
1443,GO:1990841,promoter-specific chromatin binding,2
1444,GO:0001779,natural killer cell differentiation,2
1445,GO:0008327,methyl-CpG binding,2
1446,GO:0045945,positive regulation of transcription by RNA polymerase III,2
1447,GO:0032310,prostaglandin secretion,2
1448,GO:0008237,metallopeptidase activity,2
1449,GO:0007019,microtubule depolymerization,2
1450,GO:1990752,microtubule end,2
1451,GO:0051011,microtubule minus-end binding,2
1452,GO:0044209,AMP salvage,2
1453,GO:0031023,microtubule organizing center organization,2
1454,GO:0051010,microtubule plus-end binding,2
1455,GO:0051013,microtubule severing,2
1456,GO:0050847,progesterone receptor signaling pathway,2
1457,GO:0001618,virus receptor activity,2
1458,GO:0031091,platelet alpha granule,2
1459,GO:0031528,microvillus membrane,2
1460,GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,2
1461,GO:0021740,principal sensory nucleus of trigeminal nerve development,2
1462,GO:0097513,myosin II filament,2
1463,GO:0008131,primary amine oxidase activity,2
1464,GO:0000266,mitochondrial fission,2
1465,GO:0016849,phosphorus-oxygen lyase activity,2
1466,GO:0005324,long-chain fatty acid transporter activity,2
1467,GO:0001676,long-chain fatty acid metabolic process,2
1468,GO:0022851,GABA-gated chloride ion channel activity,2
1469,GO:0042491,inner ear auditory receptor cell differentiation,2
1470,GO:0033235,positive regulation of protein sumoylation,2
1471,GO:0070679,"inositol 1,4,5 trisphosphate binding",2
1472,GO:0007213,G protein-coupled acetylcholine receptor signaling pathway,2
1473,GO:0045055,regulated exocytosis,2
1474,GO:0001609,G protein-coupled adenosine receptor activity,2
1475,GO:0048839,inner ear development,2
1476,GO:2000311,regulation of AMPA receptor activity,2
1477,GO:0006275,regulation of DNA replication,2
1478,GO:2000773,negative regulation of cellular senescence,2
1479,GO:0008528,G protein-coupled peptide receptor activity,2
1480,GO:0060080,inhibitory postsynaptic potential,2
1481,GO:0005237,inhibitory extracellular ligand-gated ion channel activity,2
1482,GO:0006796,phosphate-containing compound metabolic process,2
1483,GO:0044030,regulation of DNA methylation,2
1484,GO:0046855,inositol phosphate dephosphorylation,2
1485,GO:0048018,receptor ligand activity,2
1486,GO:0008286,insulin receptor signaling pathway,2
1487,GO:0031802,type 5 metabotropic glutamate receptor binding,2
1488,GO:0031994,insulin-like growth factor I binding,2
1489,GO:0140467,integrated stress response signaling,2
1490,GO:0048019,receptor antagonist activity,2
1491,GO:0006364,rRNA processing,2
1492,GO:0060509,type I pneumocyte differentiation,2
1493,GO:0045596,negative regulation of cell differentiation,2
1494,GO:0006208,pyrimidine nucleobase catabolic process,2
1495,GO:0019966,interleukin-1 binding,2
1496,GO:0004908,interleukin-1 receptor activity,2
1497,GO:0030170,pyridoxal phosphate binding,2
1498,GO:0004910,"interleukin-1, type II, blocking receptor activity",2
1499,GO:0070498,interleukin-1-mediated signaling pathway,2
1500,GO:0021852,pyramidal neuron migration to cerebral cortex,2
1501,GO:0001664,G protein-coupled receptor binding,2
1502,GO:0001771,immunological synapse formation,2
1503,GO:0035101,FACT complex,2
1504,GO:1902711,GABA-A receptor complex,2
1505,GO:0052596,phenethylamine:oxygen oxidoreductase (deaminating) activity,2
1506,GO:0098505,G-rich strand telomeric DNA binding,2
1507,GO:0051481,negative regulation of cytosolic calcium ion concentration,2
1508,GO:0033081,regulation of T cell differentiation in thymus,2
1509,GO:0090309,positive regulation of DNA methylation-dependent heterochromatin formation,2
1510,GO:0004890,GABA-A receptor activity,2
1511,GO:0035403,histone H3T6 kinase activity,2
1512,GO:0002381,immunoglobulin production involved in immunoglobulin-mediated immune response,2
1513,GO:0140684,histone H3K9me2/H3K9me3 demethylase activity,2
1514,GO:0046974,histone H3K9 methyltransferase activity,2
1515,GO:0034647,histone H3K4me/H3K4me2/H3K4me3 demethylase activity,2
1516,GO:1902991,regulation of amyloid precursor protein catabolic process,2
1517,GO:0051864,histone H3K36 demethylase activity,2
1518,GO:0045765,regulation of angiogenesis,2
1519,GO:0001829,trophectodermal cell differentiation,2
1520,GO:0001960,negative regulation of cytokine-mediated signaling pathway,2
1521,GO:1900016,negative regulation of cytokine production involved in inflammatory response,2
1522,GO:0034109,homotypic cell-cell adhesion,2
1523,GO:0005179,hormone activity,2
1524,GO:0043408,regulation of MAPK cascade,2
1525,GO:0045860,positive regulation of protein kinase activity,2
1526,GO:0042445,hormone metabolic process,2
1527,GO:0009755,hormone-mediated signaling pathway,2
1528,GO:1903358,regulation of Golgi organization,2
1529,GO:1990384,hyaloid vascular plexus regression,2
1530,GO:0050665,hydrogen peroxide biosynthetic process,2
1531,GO:0016787,hydrolase activity,2
1532,GO:0004993,G protein-coupled serotonin receptor activity,2
1533,GO:2000045,regulation of G1/S transition of mitotic cell cycle,2
1534,GO:0002767,immune response-inhibiting cell surface receptor signaling pathway,2
1535,GO:0030174,regulation of DNA-templated DNA replication initiation,2
1536,GO:0021860,pyramidal neuron development,2
1537,GO:2000379,positive regulation of reactive oxygen species metabolic process,2
1538,GO:0035641,locomotory exploration behavior,2
1539,GO:0051082,unfolded protein binding,2
1540,GO:0001655,urogenital system development,2
1541,GO:0043539,protein serine/threonine kinase activator activity,2
1542,GO:0002088,lens development in camera-type eye,2
1543,GO:0070986,left/right axis specification,2
1544,GO:0003678,DNA helicase activity,2
1545,GO:0000800,lateral element,2
1546,GO:2000480,negative regulation of cAMP-dependent protein kinase activity,2
1547,GO:0030032,lamellipodium assembly,2
1548,GO:0009967,positive regulation of signal transduction,2
1549,GO:0014065,phosphatidylinositol 3-kinase signaling,2
1550,GO:0005606,laminin-1 complex,2
1551,GO:0043256,laminin complex,2
1552,GO:0043236,laminin binding,2
1553,GO:0005521,lamin binding,2
1554,GO:0048843,negative regulation of axon extension involved in axon guidance,2
1555,GO:0050900,leukocyte migration,2
1556,GO:0001931,uropod,2
1557,GO:0005811,lipid droplet,2
1558,GO:0038108,negative regulation of appetite by leptin-mediated signaling pathway,2
1559,GO:0004864,protein phosphatase inhibitor activity,2
1560,GO:0007035,vacuolar acidification,2
1561,GO:1990379,lipid transport across blood-brain barrier,2
1562,GO:2001234,negative regulation of apoptotic signaling pathway,2
1563,GO:0050918,positive chemotaxis,2
1564,GO:1902459,positive regulation of stem cell population maintenance,2
1565,GO:2000648,positive regulation of stem cell proliferation,2
1566,GO:0051496,positive regulation of stress fiber assembly,2
1567,GO:0070934,CRD-mediated mRNA stabilization,2
1568,GO:0060766,negative regulation of androgen receptor signaling pathway,2
1569,GO:0045475,locomotor rhythm,2
1570,GO:0030134,COPII-coated ER to Golgi transport vesicle,2
1571,GO:0030296,protein tyrosine kinase activator activity,2
1572,GO:0006270,DNA replication initiation,2
1573,GO:0005176,ErbB-2 class receptor binding,2
1574,GO:0030520,intracellular estrogen receptor signaling pathway,2
1575,GO:0005242,inward rectifier potassium channel activity,2
1576,GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,2
1577,GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,2
1578,GO:0097708,intracellular vesicle,2
1579,GO:0030518,intracellular steroid hormone receptor signaling pathway,2
1580,GO:0090554,phosphatidylcholine floppase activity,2
1581,GO:0031143,pseudopodium,2
1582,GO:0030513,positive regulation of BMP signaling pathway,2
1583,GO:0045591,positive regulation of regulatory T cell differentiation,2
1584,GO:0005622,intracellular anatomical structure,2
1585,GO:0050892,intestinal absorption,2
1586,GO:0010614,negative regulation of cardiac muscle hypertrophy,2
1587,GO:0046427,positive regulation of receptor signaling pathway via JAK-STAT,2
1588,GO:0002092,positive regulation of receptor internalization,2
1589,GO:0061631,ubiquitin conjugating enzyme activity,2
1590,GO:0005216,ion channel activity,2
1591,GO:0050801,ion homeostasis,2
1592,GO:0070888,E-box binding,2
1593,GO:1901020,negative regulation of calcium ion transmembrane transporter activity,2
1594,GO:0051536,iron-sulfur cluster binding,2
1595,GO:1900029,positive regulation of ruffle assembly,2
1596,GO:0030674,protein-macromolecule adaptor activity,2
1597,GO:0044224,juxtaparanode region of axon,2
1598,GO:0031503,protein-containing complex localization,2
1599,GO:0061649,ubiquitin modification-dependent histone binding,2
1600,GO:0006268,DNA unwinding involved in DNA replication,2
1601,GO:0090281,negative regulation of calcium ion import,2
1602,GO:0032993,protein-DNA complex,2
1603,GO:0030579,ubiquitin-dependent SMAD protein catabolic process,2
1604,GO:0060716,labyrinthine layer blood vessel development,2
1605,GO:0008138,protein tyrosine/serine/threonine phosphatase activity,2
1606,GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus,2
1607,GO:0033686,positive regulation of luteinizing hormone secretion,2
1608,GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,2
1609,GO:0006821,chloride transport,2
1610,GO:0007614,short-term memory,2
1611,GO:1900246,positive regulation of RIG-I signaling pathway,2
1612,GO:0014033,neural crest cell differentiation,2
1613,GO:0008233,peptidase activity,2
1614,GO:0048487,beta-tubulin binding,2
1615,GO:0050681,nuclear androgen receptor binding,2
1616,GO:0015108,chloride transmembrane transporter activity,2
1617,GO:0044321,response to leptin,2
1618,GO:0043084,penile erection,2
1619,GO:0070542,response to fatty acid,2
1620,GO:2000353,positive regulation of endothelial cell apoptotic process,2
1621,GO:0003407,neural retina development,2
1622,GO:0019869,chloride channel inhibitor activity,2
1623,GO:0006935,chemotaxis,2
1624,GO:0002021,response to dietary excess,2
1625,GO:0034097,response to cytokine,2
1626,GO:0002503,peptide antigen assembly with MHC class II protein complex,2
1627,GO:0061820,telomeric D-loop disassembly,2
1628,GO:0016601,Rac protein signal transduction,2
1629,GO:0008503,benzodiazepine receptor activity,2
1630,GO:0007059,chromosome segregation,2
1631,GO:0034465,response to carbon monoxide,2
1632,GO:0017046,peptide hormone binding,2
1633,GO:0061368,behavioral response to formalin induced pain,2
1634,GO:0006998,nuclear envelope organization,2
1635,GO:1904724,tertiary granule lumen,2
1636,GO:0003341,cilium movement,2
1637,GO:0060285,cilium-dependent cell motility,2
1638,GO:0050679,positive regulation of epithelial cell proliferation,2
1639,GO:0031090,organelle membrane,2
1640,GO:0000987,cis-regulatory region sequence-specific DNA binding,2
1641,GO:0051593,response to folic acid,2
1642,GO:0045499,chemorepellent activity,2
1643,GO:0051384,response to glucocorticoid,2
1644,GO:0046579,positive regulation of Ras protein signal transduction,2
1645,GO:0060052,neurofilament cytoskeleton organization,2
1646,GO:0090724,central region of growth cone,2
1647,GO:0005484,SNAP receptor activity,2
1648,GO:0051610,serotonin uptake,2
1649,GO:0007099,centriole replication,2
1650,GO:0060395,SMAD protein signal transduction,2
1651,GO:0007098,centrosome cycle,2
1652,GO:0051298,centrosome duplication,2
1653,GO:1904602,serotonin-activated cation-selective channel complex,2
1654,GO:0022850,serotonin-gated cation-selective channel activity,2
1655,GO:0051620,norepinephrine uptake,2
1656,GO:0010035,response to inorganic substance,2
1657,GO:0007405,neuroblast proliferation,2
1658,GO:0021693,cerebellar Purkinje cell layer structural organization,2
1659,GO:0021695,cerebellar cortex development,2
1660,GO:0042169,SH2 domain binding,2
1661,GO:0008206,bile acid metabolic process,2
1662,GO:0021707,cerebellar granule cell differentiation,2
1663,GO:0042043,neurexin family protein binding,2
1664,GO:0045787,positive regulation of cell cycle,2
1665,GO:0033194,response to hydroperoxide,2
1666,GO:0042542,response to hydrogen peroxide,2
1667,GO:0046332,SMAD binding,2
1668,GO:0070187,shelterin complex,2
1669,GO:0034776,response to histamine,2
1670,GO:0070830,bicellular tight junction assembly,2
1671,GO:0140718,facultative heterochromatin formation,2
1672,GO:0009408,response to heat,2
1673,GO:0009629,response to gravity,2
1674,GO:1903416,response to glycoside,2
1675,GO:0030276,clathrin binding,2
1676,GO:0043085,positive regulation of catalytic activity,2
1677,GO:0072006,nephron development,2
1678,GO:1990269,RNA polymerase II C-terminal domain phosphoserine binding,2
1679,GO:0017116,single-stranded DNA helicase activity,2
1680,GO:0010763,positive regulation of fibroblast migration,2
1681,GO:0030864,cortical actin cytoskeleton,2
1682,GO:0060307,regulation of ventricular cardiac muscle cell membrane repolarization,2
1683,GO:0008179,adenylate cyclase binding,2
1684,GO:0098911,regulation of ventricular cardiac muscle cell action potential,2
1685,GO:0019229,regulation of vasoconstriction,2
1686,GO:0051491,positive regulation of filopodium assembly,2
1687,GO:0090043,regulation of tubulin deacetylation,2
1688,GO:0034651,cortisol biosynthetic process,2
1689,GO:0046881,positive regulation of follicle-stimulating hormone secretion,2
1690,GO:0043034,costamere,2
1691,GO:0010666,positive regulation of cardiac muscle cell apoptotic process,2
1692,GO:0099578,"regulation of translation at postsynapse, modulating synaptic transmission",2
1693,GO:0002076,osteoblast development,2
1694,GO:1901385,regulation of voltage-gated calcium channel activity,2
1695,GO:0043194,axon initial segment,2
1696,GO:0008046,axon guidance receptor activity,2
1697,GO:1900223,positive regulation of amyloid-beta clearance,2
1698,GO:0048846,axon extension involved in axon guidance,2
1699,GO:0034243,regulation of transcription elongation by RNA polymerase II,2
1700,GO:0099122,RNA polymerase II C-terminal domain binding,2
1701,GO:0048675,axon extension,2
1702,GO:0061564,axon development,2
1703,GO:0002026,regulation of the force of heart contraction,2
1704,GO:0001556,oocyte maturation,2
1705,GO:0000422,autophagy of mitochondrion,2
1706,GO:0007062,sister chromatid cohesion,2
1707,GO:0043027,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,2
1708,GO:0032211,negative regulation of telomere maintenance via telomerase,2
1709,GO:0060982,coronary artery morphogenesis,2
1710,GO:1904929,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway",2
1711,GO:1904645,response to amyloid-beta,2
1712,GO:0030199,collagen fibril organization,2
1713,GO:0045334,clathrin-coated endocytic vesicle,2
1714,GO:0030136,clathrin-coated vesicle,2
1715,GO:0070063,RNA polymerase binding,2
1716,GO:0021984,adenohypophysis development,2
1717,GO:0043200,response to amino acid,2
1718,GO:0061045,negative regulation of wound healing,2
1719,GO:1901386,negative regulation of voltage-gated calcium channel activity,2
1720,GO:0070410,co-SMAD binding,2
1721,GO:0042770,signal transduction in response to DNA damage,2
1722,GO:0005049,nuclear export signal receptor activity,2
1723,GO:0010165,response to X-ray,2
1724,GO:0090102,cochlea development,2
1725,GO:0008278,cohesin complex,2
1726,GO:0051123,RNA polymerase II preinitiation complex assembly,2
1727,GO:0005581,collagen trimer,2
1728,GO:0004016,adenylate cyclase activity,2
1729,GO:0071679,commissural neuron axon guidance,2
1730,GO:0051403,stress-activated MAPK cascade,2
1731,GO:2001241,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand,2
1732,GO:0035578,azurophil granule lumen,2
1733,GO:0005858,axonemal dynein complex,2
1734,GO:0045600,positive regulation of fat cell differentiation,2
1735,GO:0060087,relaxation of vascular associated smooth muscle,2
1736,GO:0001851,complement component C3b binding,2
1737,GO:0000793,condensed chromosome,2
1738,GO:1990708,conditioned place preference,2
1739,GO:0055119,relaxation of cardiac muscle,2
1740,GO:0045925,positive regulation of female receptivity,2
1741,GO:0031622,positive regulation of fever generation,2
1742,GO:0001046,core promoter sequence-specific DNA binding,2
1743,GO:0021954,central nervous system neuron development,2
1744,GO:0009642,response to light intensity,2
1745,GO:0016922,nuclear receptor binding,2
1746,GO:0001523,retinoid metabolic process,2
1747,GO:0097091,synaptic vesicle clustering,2
1748,GO:0033268,node of Ranvier,2
1749,GO:0006884,cell volume homeostasis,2
1750,GO:0004862,cAMP-dependent protein kinase inhibitor activity,2
1751,GO:0008037,cell recognition,2
1752,GO:0021846,cell proliferation in forebrain,2
1753,GO:0008188,neuropeptide receptor activity,2
1754,GO:0009416,response to light stimulus,2
1755,GO:0008090,retrograde axonal transport,2
1756,GO:0072520,seminiferous tubule development,2
1757,GO:0071005,U2-type precatalytic spliceosome,2
1758,GO:0021762,substantia nigra development,2
1759,GO:0098921,retrograde trans-synaptic signaling by endocannabinoid,2
1760,GO:0071004,U2-type prespliceosome,2
1761,GO:0006171,cAMP biosynthetic process,2
1762,GO:2000767,positive regulation of cytoplasmic translation,2
1763,GO:0044291,cell-cell contact zone,2
1764,GO:0031629,synaptic vesicle fusion to presynaptic active zone membrane,2
1765,GO:0030552,cAMP binding,2
1766,GO:0046977,TAP binding,2
1767,GO:0030644,cellular chloride ion homeostasis,2
1768,GO:0030315,T-tubule,2
1769,GO:0035567,non-canonical Wnt signaling pathway,2
1770,GO:0010842,retina layer formation,2
1771,GO:0050953,sensory perception of light stimulus,2
1772,GO:0048489,synaptic vesicle transport,2
1773,GO:0042608,T cell receptor binding,2
1774,GO:0033089,positive regulation of T cell differentiation in thymus,2
1775,GO:0042098,T cell proliferation,2
1776,GO:0034644,cellular response to UV,2
1777,GO:0050873,brown fat cell differentiation,2
1778,GO:0030904,retromer complex,2
1779,GO:2000406,positive regulation of T cell migration,2
1780,GO:0043697,cell dedifferentiation,2
1781,GO:0034774,secretory granule lumen,2
1782,GO:0048733,sebaceous gland development,2
1783,GO:0004683,calmodulin-dependent protein kinase activity,2
1784,GO:0005544,calcium-dependent phospholipid binding,2
1785,GO:0046717,acid secretion,2
1786,GO:0007340,acrosome reaction,2
1787,GO:0030593,neutrophil chemotaxis,2
1788,GO:0016407,acetyltransferase activity,2
1789,GO:2000344,positive regulation of acrosome reaction,2
1790,GO:0042119,neutrophil activation,2
1791,GO:0051764,actin crosslink formation,2
1792,GO:0015804,neutral amino acid transport,2
1793,GO:0030017,sarcomere,2
1794,GO:0007263,nitric oxide mediated signal transduction,2
1795,GO:0015175,neutral L-amino acid transmembrane transporter activity,2
1796,GO:0005030,neurotrophin receptor activity,2
1797,GO:0086064,cell communication by electrical coupling involved in cardiac conduction,2
1798,GO:0022848,acetylcholine-gated cation-selective channel activity,2
1799,GO:0060013,righting reflex,2
1800,GO:0051693,actin filament capping,2
1801,GO:0043121,neurotrophin binding,2
1802,GO:0004711,ribosomal protein S6 kinase activity,2
1803,GO:0005246,calcium channel regulator activity,2
1804,GO:0015464,acetylcholine receptor activity,2
1805,GO:0043021,ribonucleoprotein complex binding,2
1806,GO:0019855,calcium channel inhibitor activity,2
1807,GO:0034703,cation channel complex,2
1808,GO:0006812,cation transport,2
1809,GO:0099583,neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium ion concentration,2
1810,GO:0048485,sympathetic nervous system development,2
1811,GO:0002666,positive regulation of T cell tolerance induction,2
1812,GO:0030836,positive regulation of actin filament depolymerization,2
1813,GO:0034612,response to tumor necrosis factor,2
1814,GO:0071312,cellular response to alkaloid,2
1815,GO:0016514,SWI/SNF complex,2
1816,GO:0048664,neuron fate determination,2
1817,GO:0046849,bone remodeling,2
1818,GO:0098919,structural constituent of postsynaptic density,2
1819,GO:0048639,positive regulation of developmental growth,2
1820,GO:0070050,neuron cellular homeostasis,2
1821,GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,2
1822,GO:0071375,cellular response to peptide hormone stimulus,2
1823,GO:0032148,activation of protein kinase B activity,2
1824,GO:0036120,cellular response to platelet-derived growth factor stimulus,2
1825,GO:0007274,neuromuscular synaptic transmission,2
1826,GO:1990051,activation of protein kinase C activity,2
1827,GO:0034614,cellular response to reactive oxygen species,2
1828,GO:0048514,blood vessel morphogenesis,2
1829,GO:0004252,serine-type endopeptidase activity,2
1830,GO:0043534,blood vessel endothelial cell migration,2
1831,GO:0048665,neuron fate specification,2
1832,GO:0010038,response to metal ion,2
1833,GO:0004867,serine-type endopeptidase inhibitor activity,2
1834,GO:0007528,neuromuscular junction development,2
1835,GO:0071346,cellular response to type II interferon,2
1836,GO:0001568,blood vessel development,2
1837,GO:0002098,tRNA wobble uridine modification,2
1838,GO:0099154,serotonergic synapse,2
1839,GO:0008514,organic anion transmembrane transporter activity,2
1840,GO:0098586,cellular response to virus,2
1841,GO:0007210,serotonin receptor signaling pathway,2
1842,GO:0071294,cellular response to zinc ion,2
1843,GO:0050870,positive regulation of T cell activation,2
1844,GO:0006883,cellular sodium ion homeostasis,2
1845,GO:0021537,telencephalon development,2
1846,GO:0045453,bone resorption,2
1847,GO:0004715,non-membrane spanning protein tyrosine kinase activity,2
1848,GO:0045582,positive regulation of T cell differentiation,2
1849,GO:0060999,positive regulation of dendritic spine development,2
1850,GO:0071242,cellular response to ammonium ion,2
1851,GO:0001913,T cell mediated cytotoxicity,2
1852,GO:0070032,synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex,2
1853,GO:0071320,cellular response to cAMP,2
1854,GO:0030838,positive regulation of actin filament polymerization,2
1855,GO:0007270,neuron-neuron synaptic transmission,2
1856,GO:0071276,cellular response to cadmium ion,2
1857,GO:0071277,cellular response to calcium ion,2
1858,GO:0071322,cellular response to carbohydrate stimulus,2
1859,GO:1990869,cellular response to chemokine,2
1860,GO:0071314,cellular response to cocaine,2
1861,GO:0098984,neuron to neuron synapse,2
1862,GO:0044309,neuron spine,2
1863,GO:0097493,structural molecule activity conferring elasticity,2
1864,GO:0071364,cellular response to epidermal growth factor stimulus,2
1865,GO:0071354,cellular response to interleukin-6,2
1866,GO:0071392,cellular response to estradiol stimulus,2
1867,GO:0048755,branching morphogenesis of a nerve,2
1868,GO:0010269,response to selenium ion,2
1869,GO:0061003,positive regulation of dendritic spine morphogenesis,2
1870,GO:0050893,sensory processing,2
1871,GO:1904322,cellular response to forskolin,2
1872,GO:0140058,neuron projection arborization,2
1873,GO:0031295,T cell costimulation,2
1874,GO:0002218,activation of innate immune response,2
1875,GO:0071456,cellular response to hypoxia,2
1876,GO:0002035,brain renin-angiotensin system,2
1877,GO:0015711,organic anion transport,2
1878,GO:0000812,Swr1 complex,2
1879,GO:0035458,cellular response to interferon-beta,2
1880,GO:0043401,steroid hormone mediated signaling pathway,2
1881,GO:0035584,calcium-mediated signaling using intracellular calcium source,2
1882,GO:0042974,nuclear retinoic acid receptor binding,2
1883,GO:0150077,regulation of neuroinflammatory response,2
1884,GO:0016197,endosomal transport,2
1885,GO:0042613,MHC class II protein complex,2
1886,GO:0099641,anterograde axonal protein transport,2
1887,GO:1900454,positive regulation of long-term synaptic depression,2
1888,GO:0008023,transcription elongation factor complex,2
1889,GO:0072089,stem cell proliferation,2
1890,GO:0098696,regulation of neurotransmitter receptor localization to postsynaptic specialization membrane,2
1891,GO:0048168,regulation of neuronal synaptic plasticity,2
1892,GO:0043542,endothelial cell migration,2
1893,GO:0021960,anterior commissure morphogenesis,2
1894,GO:2001222,regulation of neuron migration,2
1895,GO:0017145,stem cell division,2
1896,GO:1901214,regulation of neuron death,2
1897,GO:0043523,regulation of neuron apoptotic process,2
1898,GO:0043652,engulfment of apoptotic cell,2
1899,GO:0090624,"endoribonuclease activity, cleaving miRNA-paired mRNA",2
1900,GO:1905167,positive regulation of lysosomal protein catabolic process,2
1901,GO:0008091,spectrin,2
1902,GO:0043153,entrainment of circadian clock by photoperiod,2
1903,GO:0048715,negative regulation of oligodendrocyte differentiation,2
1904,GO:0033276,transcription factor TFTC complex,2
1905,GO:0032342,aldosterone biosynthetic process,2
1906,GO:0031491,nucleosome binding,2
1907,GO:0004857,enzyme inhibitor activity,2
1908,GO:0048513,animal organ development,2
1909,GO:0046875,ephrin receptor binding,2
1910,GO:0042555,MCM complex,2
1911,GO:1900152,"negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",2
1912,GO:0007173,epidermal growth factor receptor signaling pathway,2
1913,GO:0008544,epidermis development,2
1914,GO:0048170,positive regulation of long-term neuronal synaptic plasticity,2
1915,GO:0031666,positive regulation of lipopolysaccharide-mediated signaling pathway,2
1916,GO:0038166,angiotensin-activated signaling pathway,2
1917,GO:0048704,embryonic skeletal system morphogenesis,2
1918,GO:0045745,positive regulation of G protein-coupled receptor signaling pathway,2
1919,GO:0009792,embryo development ending in birth or egg hatching,2
1920,GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,2
1921,GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,2
1922,GO:0042733,embryonic digit morphogenesis,2
1923,GO:0003953,NAD+ nucleosidase activity,2
1924,GO:0035162,embryonic hemopoiesis,2
1925,GO:0035116,embryonic hindlimb morphogenesis,2
1926,GO:0030326,embryonic limb morphogenesis,2
1927,GO:0009880,embryonic pattern specification,2
1928,GO:0005890,sodium:potassium-exchanging ATPase complex,2
1929,GO:0002476,antigen processing and presentation of endogenous peptide antigen via MHC class Ib,2
1930,GO:0090316,positive regulation of intracellular protein transport,2
1931,GO:1902533,positive regulation of intracellular signal transduction,2
1932,GO:0030194,positive regulation of blood coagulation,2
1933,GO:0031492,nucleosomal DNA binding,2
1934,GO:0001958,endochondral ossification,2
1935,GO:0019882,antigen processing and presentation,2
1936,GO:0032786,"positive regulation of DNA-templated transcription, elongation",2
1937,GO:0097025,MPP7-DLG1-LIN7 complex,2
1938,GO:0001223,transcription coactivator binding,2
1939,GO:0010592,positive regulation of lamellipodium assembly,2
1940,GO:0030278,regulation of ossification,2
1941,GO:0036477,somatodendritic compartment,2
1942,GO:0004175,endopeptidase activity,2
1943,GO:0004866,endopeptidase inhibitor activity,2
1944,GO:0071339,MLL1 complex,2
1945,GO:0019731,antibacterial humoral response,2
1946,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,2
1947,GO:0014061,regulation of norepinephrine secretion,2
1948,GO:0040029,epigenetic regulation of gene expression,2
1949,GO:0060055,angiogenesis involved in wound healing,2
1950,GO:0022900,electron transport chain,2
1951,GO:0051453,regulation of intracellular pH,2
1952,GO:0090141,positive regulation of mitochondrial fission,2
1953,GO:0090325,regulation of locomotion involved in locomotory behavior,2
1954,GO:0097413,Lewy body,2
1955,GO:0097016,L27 domain binding,2
1956,GO:0007026,negative regulation of microtubule depolymerization,2
1957,GO:1903979,negative regulation of microglial cell activation,2
1958,GO:0070382,exocytic vesicle,2
1959,GO:0016597,amino acid binding,2
1960,GO:1902894,negative regulation of miRNA transcription,2
1961,GO:0035640,exploration behavior,2
1962,GO:0005782,peroxisomal matrix,2
1963,GO:0090026,positive regulation of monocyte chemotaxis,2
1964,GO:0045056,transcytosis,2
1965,GO:0050840,extracellular matrix binding,2
1966,GO:0016740,transferase activity,2
1967,GO:0010248,establishment or maintenance of transmembrane electrochemical gradient,2
1968,GO:0051149,positive regulation of muscle cell differentiation,2
1969,GO:0048536,spleen development,2
1970,GO:0035866,alphav-beta3 integrin-PKCalpha complex,2
1971,GO:0043014,alpha-tubulin binding,2
1972,GO:0036109,alpha-linolenic acid metabolic process,2
1973,GO:0043031,negative regulation of macrophage activation,2
1974,GO:0097191,extrinsic apoptotic signaling pathway,2
1975,GO:0045663,positive regulation of myoblast differentiation,2
1976,GO:0002040,sprouting angiogenesis,2
1977,GO:0098674,extrinsic component of neuronal dense core vesicle membrane,2
1978,GO:0099147,extrinsic component of postsynaptic density membrane,2
